nemotecnico;cantidad;monto;precio_limpio;tasa;rueda;fecha_emision;fecha_vencimiento;periodicidad;tasa_cupon;codigo_emisor;razon_social
TUVT11070525;200000000;61997799566;98.008;4.291;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;145000000;44948404685;98.008;4.291;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSIS3209C012;1000000000;827510000;82.241;18.112;TRD;20200811;20320811;TV;3.39;SIS;GRUPO DE INVERSIONES SURAMERICANA S.A.
BCOS120SE004;2040000000;1704930000;83.575;14.97;TRD;20200825;20240825;TV;4.7;CHB;ENEL COLOMBIA S.A. E.S.P.
BCOS120SE004;1110000000;927682500;83.575;14.97;TRD;20200825;20240825;TV;4.7;CHB;ENEL COLOMBIA S.A. E.S.P.
BCOS120SE004;350000000;292512500;83.575;14.97;TRD;20200825;20240825;TV;4.7;CHB;ENEL COLOMBIA S.A. E.S.P.
TCO364061222;10000000000;9727120000;97.271;10.301;TRD;20211207;20221206;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364061222;10000000000;9725900000;97.259;10.35;TRD;20211207;20221206;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT10180429;47000000;12092534910;81.426;5.68;TRD;20190418;20290418;AV;2.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;37000000000;30509003425;77.79;11.68;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;37000000000;30501801000;77.79;11.68;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT20040435;30000000;8606222931;89.815;5.915;TRD;20150404;20350404;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;20000000;6525825593;101.891;0.92;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;5000000000;4966035000;98.444;10.92;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISG6229C007;2000000000;1834840000;88.784;17.87;TRD;20220303;20290303;TV;4.05;ISG;ISAGEN S.A. E.S.P.
BCOS120SE004;3500000000;2926105000;83.603;14.95;TRD;20200825;20240825;TV;4.7;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT16240724;5000000000;4966035000;98.444;10.92;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISG6229C007;1000000000;917770000;88.819;17.859;TRD;20220303;20290303;TV;4.05;ISG;ISAGEN S.A. E.S.P.
BISG6229C007;1000000000;917770000;88.819;17.859;TRD;20220303;20290303;TV;4.05;ISG;ISAGEN S.A. E.S.P.
TFIT16240724;2000000000;1986074000;98.427;10.93;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;3000000000;2979111000;98.427;10.93;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;500000000;457927500;86.928;11.24;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364061222;1000000000;972712000;97.271;10.301;ASPT;20211207;20221206;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;412186500;77.79;11.68;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;412186500;77.79;11.68;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BITU0219C036;1000000000;943400000;92.69;17.241;TRD;20210629;20240629;TV;1.76;ITU;ITAU CORPBANCA COLOMBIA S.A.
TFIT16280428;500000000;394161000;76.876;11.8;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;500000000;394161000;76.876;11.8;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1000000000;915855000;86.928;11.24;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;496763500;98.476;10.9;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;12000000000;12124440000;99.843;9.4;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BBOC07149B10;1000000000;974010000;96.754;17.087;TRD;20140508;20240508;TV;4;BOC;BANCO DE OCCIDENTE S.A.
BITU0219C036;1000000000;944280000;92.778;17.175;TRD;20210629;20240629;TV;1.76;ITU;ITAU CORPBANCA COLOMBIA S.A.
BCHB0816SE6;12000000000;12124440000;99.843;9.4;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT08261125;1500000000;1373257500;86.893;11.255;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;1000000000;1010370000;99.843;9.4;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BFDN1209B005;1500000000;1339200000;87.703;17.704;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
TFIT08261125;2000000000;1832190000;86.952;11.23;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFVT10260331;12000000000;9287172000;74.478;11.885;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI4179C084;1000000000;979460000;95.329;17.043;TRD;20170607;20240607;TV;3.13;DVI;BANCO DAVIVIENDA S.A
BLGC05149D10;1500000000;1462980000;96.254;17.484;TRD;20140723;20240723;TV;4.25;BCB;BANCOLOMBIA S.A.
BSIS2179C007;3000000000;2879850000;95.923;17.197;TRD;20170223;20240223;TV;3.19;SIS;GRUPO DE INVERSIONES SURAMERICANA S.A.
TFIT16240724;340000000;337194352;98.281;11.02;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;340000000;337136180;98.281;11.02;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2114000000;1617068289;73.565;12.1;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2114000000;1616789314;73.565;12.1;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFVT10260331;12000000000;9290652000;74.507;11.878;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFVT10260331;5000000000;3861805000;74.321;11.921;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFVT10260331;7000000000;5406247000;74.317;11.922;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;500000000;394496000;76.943;11.78;ASPT;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFVT10260331;12000000000;9294732000;74.541;11.87;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1000000000;821753000;77.528;11.762;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;80500000000;63191051000;76.542;11.9;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1800000000;1479090577;77.505;11.77;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1800000000;1478741400;77.505;11.77;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBTA719SA005;3000000000;2549760000;84.482;15.05;TRD;20191024;20241024;TV;5.94;BOG;BOGOTA D.C.
TFIT21280542;2000000000;1600910000;77.79;12.27;ASPT;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;80000000;17815808967;70.448;5.99;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16180930;210700000;181725168;78.923;11.965;TRD;20140918;20300918;AV;7.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;5000000;1112079913;70.358;5.998;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;21000000;4670735634;70.358;5.998;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;85000000;18937542514;70.479;5.987;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;34000000;7562143407;70.358;5.998;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;50000000;11120799128;70.358;5.998;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;60000000;13363922008;70.459;5.989;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;50000000;11128622170;70.408;5.994;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364061222;500000000;486356000;97.271;10.301;ASPT;20211207;20221206;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BDVI4179C084;1000000000;976880000;95.103;17.208;TRD;20170607;20240607;TV;3.13;DVI;BANCO DAVIVIENDA S.A
TUVT11070525;30000000;9297604652;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;20000000;6198403101;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;20000000;6198403101;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3099201551;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3099201551;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;10000000;3099201551;97.986;4.3;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;12000000000;9234852000;74.042;11.987;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;12000000000;9235932000;74.051;11.985;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBPO822SB003;225000000;207632250;90.233;15.3;CVDP;20220310;20250310;TV;10.2;BPO;BANCO POPULAR S.A.
TFIT10260331;500000000;385360500;74.157;11.96;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TCO364060922;5000000000;4984350000;99.687;10.005;ASPT;20210907;20220906;NO;0;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBOC1179B084;100000000;97028000;96.02;16.84;TRD;20170427;20240427;TV;3.3;BOC;BANCO DE OCCIDENTE S.A.
TFIT10260331;1000000000;768601000;73.945;12.01;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;12000000000;12124440000;99.843;9.4;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BCOS718SE007;3500000000;2946090000;83.363;15.06;TRD;20180411;20250411;TV;6.74;CHB;ENEL COLOMBIA S.A. E.S.P.
BSOG1139A20;2000000000;1671960000;83.116;18.112;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BBBO2219A005;550000000;480562544;87.375;17.2;TRD;20210210;20260210;TV;1.16;BBO;BANCO DE BOGOTA S.A.
BBBO2219A005;550000000;478242050;86.953;17.2;TRD;20210210;20260210;TV;1.16;BBO;BANCO DE BOGOTA S.A.
TFIT10260331;1000000000;770301000;74.115;11.97;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;10000000;2223784319;70.346;6;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BBTA719SA005;3000000000;2548860000;84.452;15.07;TRD;20191024;20241024;TV;5.94;BOG;BOGOTA D.C.
BBGA2139120;1000000000;998950000;99.673;14.949;TRD;20130219;20230219;TV;3.6;BGA;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA
BBGA2139120;1000000000;1000330000;99.811;14.618;TRD;20130219;20230219;TV;3.6;BGA;BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A. BBVA COLOMBIA
TFIT16280428;30000000000;23559360000;76.575;11.89;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;30000000000;23559360000;76.575;11.89;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;3000000000;3031980000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BCHB0816SE6;15000000000;15159900000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BCHB0816SE6;15000000000;15159900000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT16240724;20500000000;20367806838;98.455;10.913;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;20500000000;20362998500;98.455;10.913;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;4000000000;4042640000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT08261125;2000000000;1830290000;86.857;11.27;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2000000000;1985394000;98.393;10.951;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;5000000;1110280613;70.243;6.01;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1500000000;1372537500;86.845;11.275;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;500000000;457512500;86.845;11.275;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;150000000;46466901043;97.941;4.318;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;500000000;495968500;98.317;10.998;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;150000000;46466901043;97.941;4.318;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;10000000000;8217169872;77.505;11.77;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;10000000000;8215230000;77.505;11.77;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;992547000;98.378;10.96;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT17230223;45000000;14683389213;101.893;0.916;TRD;20060223;20230223;AV;4.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BFDN1209B005;1500000000;1338240000;87.639;17.737;TRD;20201001;20251001;TV;1.66;FDN;FINANCIERA DE DESARROLLO NACIONAL S.A.
BSOG1139A20;2000000000;1669500000;82.993;18.145;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BSOG1139A20;3000000000;2504250000;82.993;18.145;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BBOC07149B10;1000000000;973590000;96.712;17.12;TRD;20140508;20240508;TV;4;BOC;BANCO DE OCCIDENTE S.A.
TFIT08261125;10000000000;9153850000;86.881;11.26;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10000000;2501827767;78.091;6.06;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2000000000;1985434000;98.395;10.95;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;1000000000;992717000;98.395;10.95;ASPT;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;2000000000;1535082000;73.839;12.035;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BEPM05139A10;200000000;203948000;98.739;16.42;TRD;20131204;20231204;TV;4.52;EPM;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
BISA09159C10;70000000;66425800;94.219;17.4;TRD;20150507;20250507;TV;3.8;ISA;INTERCONEXION ELECTRICA S.A. E.S.P.
TUVT11070525;15000000;4650539041;98.023;4.285;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BSOG1139A20;1000000000;835980000;83.116;18.112;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BSOG1139A20;1000000000;835980000;83.116;18.112;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BSOG1139A20;1000000000;835980000;83.116;18.112;TRD;20130212;20330212;TV;3.64;SOG;SURTIDORA DE GASES DEL CARIBE S.A. E.S.P
BCHB0816SE6;80000000000;80852800000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BCHB0816SE6;15000000000;15159900000;99.852;9.35;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT16280428;500000000;393661000;76.776;11.83;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;500000000;393661000;76.776;11.83;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BEPM05139A10;200000000;202786000;98.158;17;TRD;20131204;20231204;TV;4.52;EPM;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.
TUVT11070525;20000000;6195211300;97.935;4.32;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1552307548;98.159;4.23;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISA09159C10;70000000;65661400;93.127;18;TRD;20150507;20250507;TV;3.8;ISA;INTERCONEXION ELECTRICA S.A. E.S.P.
TUVT11070525;80000000;24797868139;98.003;4.293;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;3939900000;2886327401;72.089;11.969;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BEEB1179A007;500000000;493980000;95.833;17.24;TRD;20170228;20240228;TV;3.19;EEB;GRUPO ENERGIA BOGOTA S.A. E.S.P. GEB
BISG521SA005;1000000000;773730000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
BISG521SA005;1000000000;773730000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
BISG521SA005;1000000000;773730000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
BISG521SA005;1000000000;773730000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
BISG521SA005;1000000000;773730000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
TUVT18250237;18000000;4507852379;78.172;6.05;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;5000000;1549021870;97.949;4.315;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;10000000;2500544788;78.05;6.065;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISG521SA005;2000000000;1547900000;77.29;15.08;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
BISG521SA005;3000000000;2321850000;77.29;15.08;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
TFIT08261125;1000000000;915145000;86.857;11.27;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;65000000;14541467429;70.448;5.99;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;65000000;14475344785;70.448;5.99;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;85000000;19015765100;70.448;5.99;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT32160649;85000000;18929297027;70.448;5.99;TRD;20170616;20490616;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16240724;2000000000;1984614000;98.354;10.975;TRD;20080724;20240724;AV;10;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;15000000;4643639118;97.876;4.344;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;7000000000;6407695000;86.881;11.26;TRD;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;1000000000;949955000;87.516;11.57;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;500000000;398442500;77.433;12.33;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT11070525;30000000;9287465989;97.878;4.343;TRD;20140507;20250507;AV;3.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1000000000;915385000;86.881;11.26;ASPT;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;1000000000;786312000;76.675;11.86;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISG521SA005;5000000000;3869750000;77.29;15.08;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
TFIT15260826;1000000000;949955000;87.516;11.57;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;8250000000;6495959250;76.717;11.857;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;600000000;569805000;87.488;11.58;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;90000000;22550300382;77.849;6.09;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;90000000;22448295555;77.849;6.09;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;1000000000;798065000;77.551;12.31;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;12000000000;9569700000;77.492;12.32;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BCHB0816SE6;12000000000;12123840000;99.838;9.45;TRD;20160927;20220927;TV;7.59;CHB;ENEL COLOMBIA S.A. E.S.P.
BCOS718SE007;3500000000;2946720000;83.381;15.05;TRD;20180411;20250411;TV;6.74;CHB;ENEL COLOMBIA S.A. E.S.P.
TFIT31261050;3000000000;2009535000;60.966;12.197;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;500000000;410601500;77.473;11.78;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;1000000000;821203000;77.473;11.78;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08031127;3500000000;2874210500;77.473;11.78;TRD;20191103;20271103;AV;5.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;5000000;1246235704;77.792;6.097;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;52000000000;40006096000;73.943;12.015;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16300632;750500000;549132595;71.999;11.989;TRD;20160630;20320630;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16280428;327900000;258134029;76.685;11.869;TRD;20120428;20280428;AV;6;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;99600000;79619443;77.557;12.309;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT31261050;119100000;79892042;60.962;12.199;TRD;20191026;20501026;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TUVT18250237;5000000;1247127531;77.849;6.09;TRD;20190225;20370225;AV;3.75;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16090736;511500000;322446531;62.149;11.969;TRD;20200709;20360709;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;1000000000;768601000;73.945;12.01;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;25000000000;23755875000;87.544;11.56;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT15260826;600000000;569133000;87.376;11.62;TRD;20110826;20260826;AV;7.5;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT21280542;1000000000;799855000;77.73;12.28;TRD;20210528;20420528;AV;9.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT16181034;500000000;381447000;70.112;12.05;ASPT;20181018;20341018;AV;7.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1000000000;914435000;86.786;11.3;ASPT;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT08261125;1000000000;914435000;86.786;11.3;ASPT;20171126;20251126;AV;6.25;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;384510500;73.987;12;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;384510500;73.987;12;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;384510500;73.987;12;ASPT;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;384300500;73.945;12.01;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
TFIT10260331;500000000;384300500;73.945;12.01;TRD;20210326;20310326;AV;7;GNA;GOBIERNO REPUBLICA DE COLOMBIA
BISG521SA005;500000000;386865000;77.268;15.09;TRD;20210519;20260519;TV;6.49;ISG;ISAGEN S.A. E.S.P.
